idx,domain,problem,solution,prediction,is_correct,reason
164,Abstract Algebra,"Se dau mulțimile \(A=\\{a, b\\}, B=\\{c, d\\}, C=\\{e, f\\}, D=\\{g\\}, M=A \\cup B \\cup C \\cup D\) cu proprietățile \(2 a+b=3 g, 2 c+d=3 g, 2 e+f=3 g\) și \(C a r d M=7\). Să se demonstreze că \(M\) poate conține 6 numere naturale consecutive.","\(A=\\{1,10\\}, B=\\{2,5\\}, C=\\{3,6\\}, D=\\{4\\}, M=\\{1,2,3,4,5,6,10\\}\) verifică proprietățile din enunț.","\(A=\\{1,10\\}, B=\\{2,5\\}, C=\\{3,6\\}, D=\\{4\\}, M=\\{1,2,3,4,5,6,10\\}\) verifică proprietățile din enunț.",1,Correct
165,Calculus,"Se consideră numerele reale \(a, b, c \in(-\infty,-2)\) cu proprietatea \(a+b+c=-9\). Să se arate că \(\frac{a}{a+2}+\frac{b}{b+2}+\frac{c}{c+2} \geqslant 9\). Când are loc egalitatea?","Pentru orice \(x \in(-\infty,-2)\) putem scrie \(2(x+3)^{2} \geqslant 0 \Leftrightarrow 2 x^{2}+12 x+18 \geqslant 0 \Leftrightarrow\) \((2 x+9)(x+2) \geqslant x \Leftrightarrow \frac{x}{x+2} \geqslant 2 x+9\) (2) Dând, pe rând, lui \(x\) valorile \(a, b, c\) în relația (2), adunând membru cu membru relațiile astfel obținute și ținând seama de relația din enunț, se obține inegalitatea dorită. Egalitatea înseamnă egalitate în (2), adică \(a=b=c=-3\)","\(x \in(-\infty,-2); 2(x+3)^{2} \geqslant 0 \Leftrightarrow 2 x^{2}+12 x+18 \geqslant 0 \Leftrightarrow; (2 x+9)(x+2) \geqslant x \Leftrightarrow \frac{x}{x+2} \geqslant 2 x+9; x; a, b, c; a=b=c=-3\)",1,Correct
166,Linear Algebra,"Spunem că matricea \(A \in M_{3}(\mathbb{R})\) se numește perturbată dacă are exact patru elemente egale cu 0 care formează un minor de ordinul al doilea construit cu liniile 1 și 2 ale matricei, iar celelalte elemente sunt diferite între ele. Să se demonstreze că orice matrice perturbată nu este inversabilă.","O matrice perturbată poate fi numai una dintre următoarele :\n\(\left(\begin{array}{lll}0 & 0 & \mathrm{a} \\ 0 & 0 & \mathrm{~b} \\ \mathrm{e} & \mathrm{d} & \mathrm{c}\end{array}\right),\left(\begin{array}{lll}0 & \mathrm{x} & 0 \\ 0 & \mathrm{y} & 0 \\ \mathrm{t} & \mathrm{z} & \mathrm{u}\end{array}\right),\left(\begin{array}{lll}\mathrm{m} & 0 & 0 \\ \mathrm{n} & 0 & 0 \\ \mathrm{p} & \mathrm{q} & \mathrm{r}\end{array}\right)\), unde variabilele sunt numere reale\nSe verifică, în fiecare caz, că determinantul este nul, deci matricea nu este inversabilă","Dacă \(Y \in C(A), Y=\left(\begin{array}{cc}a & b \\ 2 b & a\end{array}\right)\) și \(Y^{2}=O_{2}\), atunci \(\left(\begin{array}{cc}a^{2}+2 b^{2} & 2 a b \\ 4 a b & a^{2}+2 b^{2}\end{array}\right)=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right)\), de unde obținem \(a=b=0\), adică \(Y=O_{2}\).",0,Other
167,Geometry,"Pe laturile \(A B, B C, D A\) și \(D C\) ale patrulaterului convex \(A B C D\), se consideră punctele \(M, N, P, Q\) astfel încât: \(\overrightarrow{A M}=2 \overrightarrow{M B}\), \(\overrightarrow{B N}=2 \overrightarrow{N C}, \overrightarrow{D Q}=2 \overrightarrow{Q C}, \overrightarrow{A P}=2 \overrightarrow{P D}\). Să se demonstreze că dacă \(3 \cdot(\overrightarrow{P N}+\overrightarrow{M Q})=2 \cdot(\overrightarrow{D C}+\overrightarrow{B C})+\overrightarrow{A C}\), atunci \(A B C D\) este paralelogram","Din ipoteză avem: \(\overrightarrow{P N}=\frac{1}{3} \overrightarrow{A D}+\overrightarrow{D C}-\frac{1}{3} \overrightarrow{B C}\) și \(\overrightarrow{M Q}=\frac{1}{3} \overrightarrow{A B}+\overrightarrow{B C}-\frac{1}{3} \overrightarrow{D C}\). Obținem \(3 \cdot(\overrightarrow{P N}+\overrightarrow{M Q})=\overrightarrow{A D}+2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A B}[1]\). Dar,3 \((\overrightarrow{P N}+\overrightarrow{M Q})=2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A C}\) [2]. Din [1] și [2] obținem: \(\overrightarrow{A D}+2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A B}=2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A C}\), echivalentă cu \(\overrightarrow{A D}++\overrightarrow{A B}=\overrightarrow{A C}\), adică \(A B C D\) este paralelogram",\(\overrightarrow{P N}=\frac{1}{3} \overrightarrow{A D}+\overrightarrow{D C}-\frac{1}{3} \overrightarrow{B C}; \overrightarrow{M Q}=\frac{1}{3} \overrightarrow{A B}+\overrightarrow{B C}-\frac{1}{3} \overrightarrow{D C}; 3 \cdot(\overrightarrow{P N}+\overrightarrow{M Q})=\overrightarrow{A D}+2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A B}[1]; (\overrightarrow{P N}+\overrightarrow{M Q})=2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A C}; \overrightarrow{A D}+2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A B}=2 \cdot \overrightarrow{D C}+2 \cdot \overrightarrow{B C}+\overrightarrow{A C}; \overrightarrow{A D}++\overrightarrow{A B}=\overrightarrow{A C}; A B C D\),1,Correct
168,Abstract Algebra,"Fie \((R,+, \cdot)\) un inel și \(f\) un endomorfism surjectiv al său, astfel încât \([x, f(x)]=0\) oricare ar fi \(x \in R\), unde \([a, b]=a b-b a, a, b \in R\). Să se arate că: \([x, f(y)]=[f(x), y]\) și \(x[x, y]=f(x)[x, y]\), oricare ar fi \(x, y \in R\);","Demonstrăm prima relație:\n\[\n\\begin{aligned}\n0 & =[x-y, f(x-y)]=[x-y, f(x)-f(y)] \\\\\n& =[x, f(x)]-[x, f(y)]-[y, f(x)]+[y, f(y)]=-[x, f(y)]+[f(x), y]\n\\end{aligned}\n\]\nDemonstrația celei de a doua relații face apel la prima. Fie \(y=f(z), z \in R\). Atunci\n\[\n\\begin{aligned}\nx[x, y] & =x[x, f(z)]=x[f(x), z]=x f(x) z-x z f(x)=f(x) x z-x z f(x) \\\\\n& =[f(x), x z]=[x, f(x z)]=[x, f(x) y]=x f(x) y-f(x) y x \\\\\n& =f(x) x y-f(x) y x=f(x)[x, y] .\n\\end{aligned}\n\]","Pentru \(A(x) \\cdot A(y) \in M\) avem\n\n[\\begin{aligned}\nA(x) A(y) & =\\left(\\begin{array}{cc}\n1+2 x & -2 x \\\\\nx & 1-x\n\\end{array}\\right)\\left(\\begin{array}{cc}\n1+2 y & -2 y \\\\\ny & 1-y\n\\end{array}\\right)= \\\\\n& =\\left(\\begin{array}{cc}\n(1+2 x)(1+2 y)-2 x y & -2 y(1+2 x)-2 x(1-y) \\\\\nx(1+2 y)+y(1-x) & -2 x y+(1-x)(1-y)\n\\end{array}\\right)= \\\\\n& =\\left(\\begin{array}{cc}\n1+2(x y+x+y) & -2(x y+x+y) \\\\\nx y+x+y & 1-(x y+x+y)\n\\end{array}\\right)=A(x y+x+y) \\in M\n\\end{aligned}\\]\n\npentru că \(x y+x+y \\in(-1, \\infty)\) pentru orice \(x, y \\in(-1, \\infty)\), folosind \(\\mathrm{d})\).",0,Other
169,Calculus,"Se consideră funcțiile \(f_{n}:[0,1] \\rightarrow \\mathbb{R}, f_{n}(x)=1+x^{n^{2}-1}+x^{n^{2}+2 n}\), unde \(n \\in \\mathbb{N}, n \\geq 2\). Notăm cu \(\\sigma_{n}\) aria subgraficului funcției \(\\mathrm{f}_{\\mathrm{n}}\). Demonstrați că 2012, \\(2012<\\sqrt{\\sigma_{2}}+\\sqrt{\\sigma_{3}}+\\ldots+\\sqrt{\\sigma_{2013}}<2013\\)","\(\\sqrt{\\sigma_{n}}=1+\\frac{1}{n^{2}+\\mathrm{n}}=1+\\frac{1}{\\mathrm{n}(\\mathrm{n}+1)}=1+\\frac{1}{\\mathrm{n}}-\\frac{1}{\\mathrm{n}+1}\\) \(\\sqrt{\\sigma_{2}}+\\sqrt{\\sigma_{3}}+\\ldots+\\sqrt{\\sigma_{2013}}=2013-\\frac{1}{2}-\\frac{1}{2014}<2013\\). \(\\sqrt{\\sigma_{2}}+\\sqrt{\\sigma_{3}}+\\ldots+\\sqrt{\\sigma_{2013}}=2013-\\frac{1}{2}-\\frac{1}{2014}>2012,2012\\)","\(\\sqrt{\\sigma_{n}}=1+\\frac{1}{n^{2}+\\mathrm{n}}=1+\\frac{1}{\\mathrm{n}(\\mathrm{n}+1)}=1+\\frac{1}{\\mathrm{n}}-\\frac{1}{\\mathrm{n}+1}\; \\sqrt{\\sigma_{2}}+\\sqrt{\\sigma_{3}}+\\ldots+\\sqrt{\\sigma_{2013}}=2013-\\frac{1}{2}-\\frac{1}{2014}<2013\; \\sqrt{\\sigma_{2}}+\\sqrt{\\sigma_{3}}+\\ldots+\\sqrt{\\sigma_{2013}}=2013-\\frac{1}{2}-\\frac{1}{2014}>2012,2012\\)",1,Correct
170,Abstract Algebra,"Fie (G,)) grup cu 2011 elemente și \(x, y \in G\) astfel încât yxy=x. Să se demonstreze că \(\mathrm{y}=\mathrm{e}\), unde e este elementul neutru al grupului","Din \(y x y=x \rightarrow y=(y x)^{-1} x\) și \(y=x(x y)^{-1}\). Egalând relațiile obținem \(x^{2} y=y x^{2}\). Prin inducție matematică se demonstrează că \(x^{2 n} y=y^{2 n}\), oricare ar fi \(n \geq 1\) natural. Dar ord \(G=2011 \rightarrow x^{2011}=\mathrm{e}\). Așadar \(x^{2010}=x^{-1} \rightarrow x^{2010} y=x^{-1} y\) și \(y^{2010}=y^{-1} \rightarrow x^{-1} y=y^{-1} \rightarrow x y=y x\). Prin ipoteză \(x=y x y \rightarrow x=x y^{2} \rightarrow y^{2}=e \rightarrow y^{2010}=e\). Dar \(\mathrm{y}^{2011}=\mathrm{e} \rightarrow \mathrm{y}=\mathrm{e}\)","Din \(y x y=x \rightarrow y=(y x)^{-1} x\) și \(y=x(x y)^{-1}\). Egalând relațiile obținem \(x^{2} y=y x^{2}\). Prin inducție matematică se demonstrează că \(x^{2 n} y=y^{2 n}\), oricare ar fi \(n \geq 1\) natural. Dar ord \(G=2011 \rightarrow x^{2011}=\mathrm{e}\). Așadar \(x^{2010}=x^{-1} \rightarrow x^{2010} y=x^{-1} y\) și \(y^{2010}=y^{-1} \rightarrow x^{-1} y=y^{-1} \rightarrow x y=y x\). Prin ipoteză \(x=y x y \rightarrow x=x y^{2} \rightarrow y^{2}=e \rightarrow y^{2010}=e\). Dar \(\mathrm{y}^{2011}=\mathrm{e} \rightarrow \mathrm{y}=\mathrm{e}\)",1,Correct
171,Calculus,"Două funcții \(f, g\) le numim \(a\)-înrudite, \(a \in \mathbb{R}\), dacă există și este finită \(\operatorname{limita}^{\lim } \lim _{x \rightarrow 1}[f(x)-a \cdot g(x)]\). Demonstrați că funcțiile \(f(x)=\frac{x^{3}-x^{2}-2 x-2}{x^{2}-1}\) și \(g(x)=\frac{x-2}{x-1}\) sunt 2-înrudite.",\(\lim _{x \rightarrow 1}[f(x)-2 g(x)]=\lim _{x \rightarrow 1}\left(\frac{x^{3}-x^{2}-2 x-2}{x^{2}-1}-\frac{2 x-4}{x-1}\right)=\lim _{x \rightarrow 1} \frac{x^{3}-3 x^{2}+2}{x^{2}-1}=\lim _{x \rightarrow 1} \frac{(x-1)\left(x^{2}-2 x-2\right)}{(x-1)(x+1)}=-\frac{3}{2}\),\(\lim _{x \rightarrow 1}[f(x)-2 g(x)]=\lim _{x \rightarrow 1}\left(\frac{x^{3}-x^{2}-2 x-2}{x^{2}-1}-\frac{2 x-4}{x-1}\right)=\lim _{x \rightarrow 1} \frac{x^{3}-3 x^{2}+2}{x^{2}-1}=\lim _{x \rightarrow 1} \frac{(x-1)\left(x^{2}-2 x-2\right)}{(x-1)(x+1)}=-\frac{3}{2}\),1,Correct
172,Number Theory,"Fie \(u=2012^{3 n}\) și \(v=2012^{2 n} \\cdot 2011^{n}+2012^{n} \\cdot 2011^{2 n}+2 \\cdot 2011^{3 n}, n \\in \\mathbb{N}\). Arătați că există valori ale lui n pentru care \(u>v\)","Folosind binomul lui Newton, pentru prima paranteză are loc evaluarea\n\\[\n2012^{n}-2 \\cdot 2011^{n}=(2011+1)^{n}-2 \\cdot 2011^{n}=C_{n}^{1} 2011^{n-1}+\\ldots+C_{n}^{n}-2011^{n}>(n-2011) 2011^{n-1} .\n\\]\n(Altfel, conform inegalității lui Bernoulli obținem că\n\\[\n\\left.2012^{n}-2 \\cdot 2011^{n}=2011^{n}\\left(\\left(1+\\frac{1}{2011}\\right)^{n}-2\\right) \\geq 2011^{n}\\left(1+\\frac{n}{2011}-2\\right) .\\right) .\n\\]\nPentru \(n\) suficient de mare (de exemplu, \(n=2012\) ) avem că \(u>v\)",Utilizând c) avem\n\n\\(\frac{1}{1 \cdot 4}+\frac{1}{4 \cdot 7}+\ldots+\frac{1}{2004 \cdot 2007}=\frac{1}{3}\\left(\frac{1}{1}-\frac{1}{4}\\right)+\frac{1}{3}\\left(\frac{1}{4}-\frac{1}{7}\\right)+\ldots+\frac{1}{3}\\left(\frac{1}{2004}-\frac{1}{2007}\\right)=\frac{1}{3}\\left(1-\frac{1}{2007}\\right)\\),0,Other
173,Polynomials,"Determinați toate polinoamele \(p\) cu coeficienți întregi, cu proprietatea că pentru orice număr natural \(n\) ecuația \(p(x)=n\) are cel puțin o rădăcină de forma \(\sqrt{d}\), cu \(d \in \mathbb{N}\)","Fie \(p=\sum_{k=0}^{s} a_{k} X^{k}\) și \(r\) un număr prim, \(r>\max \left(\sum_{k=1}^{s}\left|a_{k}\right|,-a_{0}\right)\). Pentru \(n=a_{0}+r\) rezultă că polinomul \(h=\sum_{k=1}^{s} a_{k} X^{k}-r\) are o rădăcină de forma \(\sqrt{d}, d \in \mathbb{N}\).\nFie \(z \in \mathbb{C}\) cu \(h(z)=0\). Atunci \(r=\sum_{k=1}^{s} a_{k} z^{k}=\left|\sum_{k=1}^{s} a_{k} z^{k}\right| \leq \sum_{k=1}^{s}\left|a_{k}\right| z^{k} \mid\).\nDacă \(|z| \leq 1\) atunci \(r \leq \sum_{k=1}^{s}\left|a_{k}\right|\), fals, deci \(|z|>1\). Dacă \(h=h_{1} h_{2}\) cu \(h_{1}, h_{2} \in \mathbb{Z}[X]\) și \(\operatorname{deg} h_{1}\), deg \(h_{2} \geq 1\), atunci \(-r=h(0)=h_{1}(0) h_{2}(0)\), deci \(\left|h_{1}(0)\right|=1\). Rezultă că produsul modulelor rădăcinilor lui \(h_{1}\) este cel mult 1 , fals. Deci \(h\) este ireductibil în \(\mathbb{Z}[X]\).\nDacă \(\sqrt{d} \in \mathbb{N}\), atunci \(\operatorname{deg} h=a\), deci \(\operatorname{deg} p=1\).\nDacă \(\sqrt{d} \notin \mathbb{N}\), cum \(h(\sqrt{d})=h(-\sqrt{d})=0\) rezultă că \(X^{2}-d \mid h\) deci \(h=a\left(X^{2}-d\right)\) de unde \(p=a X^{2}-b\). Polinoamele de forma \(a X-b\) și \(a X^{2}-b\) îndeplinesc condiția din enunț dacă și numai dacă \(\frac{b+n}{a} \in \mathbb{N}\) pentru orice \(n \in \mathbb{N}\), deci \(a=1\) și \(b \in \mathbb{N}\).\nPolinoamle cerute sunt deci \(X-b, X^{2}-b\) cu \(b \in \mathbb{N}\)","\(B^{2}=O_{2} \Leftrightarrow \hat{a}^{2}+\hat{b} \cdot \hat{c}=\hat{0},(\hat{\mathrm{a}}+\hat{\mathrm{d}}) \cdot \hat{b}=\hat{0},(\hat{a}+\hat{d}) \cdot \hat{c}=\hat{0}, \hat{\mathrm{d}}^{2}+\hat{b} \cdot \hat{c}=\hat{0} \Leftrightarrow \hat{a}^{2}+\hat{b} \cdot \hat{c}=\hat{0}\). \((\hat{a}+\hat{d}) \cdot \hat{b}=\hat{0} ;(\hat{\mathrm{a}}+\hat{\mathrm{d}}) \cdot \hat{c}=\hat{0},(\hat{\mathrm{a}}-\hat{\mathrm{d}}) \cdot(\hat{a}+\hat{d})=\hat{0}\). Daca \(\hat{a}+\hat{d} \neq \hat{0}(\hat{a}+\hat{d}=\hat{1})\) atunci \(\hat{\mathrm{a}}=\hat{\mathrm{d}}, \hat{\mathrm{b}}=\hat{\mathrm{c}}=\hat{0} \operatorname{si} \operatorname{din} \hat{\mathrm{a}}^{2}=\hat{0} \Rightarrow \hat{a}=\hat{0} \operatorname{deci} \mathrm{A}=\mathrm{O}_{2}\). Daca \(\hat{a}+\hat{d}=\hat{0}\) ramane relatia \(\hat{a}^{2}+\hat{b} \cdot \hat{c}=\hat{0} \operatorname{sicum} \hat{a}^{2}=\hat{a} \cdot(-\hat{d}) \Rightarrow \hat{a} \cdot \hat{d}-\hat{b} \cdot \hat{c}=\hat{0}\).",0,Other
174,Abstract Algebra,"Fie \((G, \cdot)\) un grup în care \(e\) este elementul neutru și \((\exists) x, y\) astfel încât \(x^{5}=e\) și \(x \cdot y \cdot x^{-1}=y^{2}\). Să se arate că \(y^{31}=e\).",Demonstrăm prin inducție că \(\left(x \cdot y \cdot x^{-1}\right)^{n}=x \cdot y^{n} \cdot x^{-1}\) (evident)\n\[\n\\begin{aligned}\n& y^{32}=\left(y^{2}\right)^{16}=\left(x y x^{-1}\right)^{16}=x y^{16} x^{-1}=x \cdot\left(y^{2}\right)^{8} x^{-1}=x\left(x y x^{-1}\right)^{8} x^{-1}=x x y^{8} x^{-1} x^{-1}=x^{2}\left(y^{2}\right)^{4} x^{-2}= \\\\\n& =x^{2}\left(x y x^{-1}\right)^{4} x^{-2}=x^{2} x y^{4} x^{-1} x^{-2}=x^{3}\left(y^{2}\right)^{2} x^{-3}=x^{3}\left(x y x^{-1}\right)^{2} \cdot x^{-3}=x^{3} x y^{2} x^{-1} x^{-3}=x^{4} y x^{-4}=x^{4} x y x^{-1} x^{-4}= \\\\\n& =x^{5} y x^{-5}=y \text {. Deci } y^{32}=y \Rightarrow y^{31}=e .\n\\end{aligned}\n\],\(\left(x \cdot y \cdot x^{-1}\right)^{n}=x \cdot y^{n} \cdot x^{-1}\),1,Correct
175,Calculus,"Un program de calculator simulează o traiectorie curbă închisă, de lungime \(15 \mathrm{~cm}\) și pe care două mobile pornesc din același punct dar în sensuri opuse, respectiv cu legile de deplasare date de funcțiile \(f(x)=x+2^{x}-1\) și \(g(x)=x+\log _{2}(x+1)\), unde variabila \(x \geq 0\) reprezintă momentul măsurat în secunde iar \(f(x)\) și \(g(x)\) reprezintă distanța parcursă de cele două mobile de la momentul zero al deplasării până la momentul \(x \geq 0\), măsurată în centimetri. Vom nota cu \(M\) mulțimea momentelor de întâlnire ale celor două mobile. Determinați momentul primei întâlniri a celor două mobile.","Cum \(h(x)=f(x)+g(x)\) este strict crescătoare, cu \(h(0)=0\), prima întâlnire are loc la unicul moment \(x>0\) în care se verifică \(h(x)=15\)","f strict crescătoare pe \([0, \infty)\) și f strict descrescătoare pe \((-\infty, 0]\)",0,Other
176,Number Theory,"Arătați că pentru orice \(n \in \mathbb{N}\), numărul \((2 n)^{2^{2010}}+1\) nu poate fi scris ca o sumă de două numere prime.","Fie \(a=(2 n)^{2^{2010}}+1\)\n1) Pentru \(n=0 \\Rightarrow a=1\)\n2) Pentru \(n \\in \\mathbb{N}^{*}, a=(2 n)^{2^{2010}}+1\) este impar .\nDacă \(a=x+y\), cu \(x, y\) numere prime atunci \(x\) este par și \(y\) impar \(\\Rightarrow x=2 \\Rightarrow y=a-2 \\Rightarrow\)\n\(\\Rightarrow y=\\left[(2 n)^{2^{2009}}-1\\right]\\left[(2 n)^{2^{2009}}+1\\right]\) care nu este prim","Fie \(a=(2 n)^{2^{2010}}+1\)\n1) Pentru \(n=0 \\Rightarrow a=1\)\n2) Pentru \(n \\in \\mathbb{N}^{*}, a=(2 n)^{2^{2010}}+1\) este impar .\nDacă \(a=x+y\), cu \(x, y\) numere prime atunci \(x\) este par și \(y\) impar \(\\Rightarrow x=2 \\Rightarrow y=a-2 \\Rightarrow\)\n\(\\Rightarrow y=\\left[(2 n)^{2^{2009}}-1\\right]\\left[(2 n)^{2^{2009}}+1\\right]\) care nu este prim",1,Correct
177,Abstract Algebra,"Arătați că mulțimea de funcții\n\\(F=\\{f: \\mathbb{R} \\rightarrow \\mathbb{R} \\mid f(x+y)=f(x)+f(y), \\forall x, y \\in \\mathbb{R}\\}\\) cu compunerea funcțiilor formează un monoid.","Compunerea funcțiilor este asociativă. Funcția identică verifică egalitatea \\(f(x+y)=f(x)+f(y), \\forall x, y \\in \\mathbb{R}\\), deci aparține mulțimii \\(F\\). Trebuie să demonstrăm stabilitatea.\nDacă \\(f, g \\in F\\), atunci \\(f(x+y)=f(x)+f(y), \\forall x, y \\in \\mathbb{R}\\) și \\(g(x+y)=g(x)+g(y), \\forall x, y \\in \\mathbb{R}\\).\n\\((f \\circ g)(x+y)=f(g(x+y))=f(g(x)+g(y))=f(g(x))+f(g(y))=(f \\circ g)(x)+(f \\circ g)(y)\\)\nDeci \\(f \\circ g \\in F\\)","\(f(x+y)=f(x)+f(y), \\forall x, y \\in \\mathbb{R}\; F\; f, g \\in F\; f(x+y)=f(x)+f(y), \\forall x, y \\in \\mathbb{R}\; g(x+y)=g(x)+g(y), \\forall x, y \\in \\mathbb{R}\; (f \\circ g)(x+y)=f(g(x+y))=f(g(x)+g(y))=f(g(x))+f(g(y))=(f \\circ g)(x)+(f \\circ g)(y)\; f \\circ g \\in F\\)",1,Correct
178,Number Theory,Fie \(a\) și \(b\) două numere naturale. Să se arate că numărul \(a^{2}+b^{2}\) este diferența a două pătrate perfecte dacă și numai dacă \(a b\) este număr par,"Pentru implicația contrară, să observăm că \(a^{2}+b^{2}=4 s\), dacă și \(a\) și \(b\) sunt pare, sau \(a^{2}+b^{2}=2 r+1\), dacă doar unul este par .","Pentru \(a=1\) și \(b=0\) are loc egalitatea \(a^{2}-3 b^{2}=1\), deci \(I_{2} \in G\).",0,Other
179,Abstract Algebra,"Arătați că dacă \(a, b, c>0\) verifică \(\frac{a^{2}+b^{2}}{c(a+b)}=\frac{b^{2}+c^{2}}{a(b+c)}=\frac{c^{2}+a^{2}}{b(c+a)}\), atunci \(a=b=c\)",\(\frac{a^{2}+b^{2}}{c(a+b)}=\frac{b^{2}+c^{2}}{a(b+c)}=\frac{c^{2}+a^{2}}{b(c+a)}=\frac{2\left(a^{2}+b^{2}+c^{2}\right)}{2(a b+b c+c a)}=\frac{a^{2}+b^{2}+c^{2}}{a b+b c+c a}=\) \(\frac{c^{2}}{a b}=\frac{a^{2}}{b c}=\frac{b^{2}}{c a}=\) \(=\frac{c^{3}}{a b c}=\frac{a^{3}}{a b c}=\frac{b^{3}}{a b c} \Rightarrow\) \(\Rightarrow a^{3}=b^{3}=c^{3} \Rightarrow a=b=c\),\(\frac{a^{2}+b^{2}}{c(a+b)}=\frac{b^{2}+c^{2}}{a(b+c)}=\frac{c^{2}+a^{2}}{b(c+a)}=\frac{2\left(a^{2}+b^{2}+c^{2}\right)}{2(a b+b c+c a)}=\frac{a^{2}+b^{2}+c^{2}}{a b+b c+c a}=; \frac{c^{2}}{a b}=\frac{a^{2}}{b c}=\frac{b^{2}}{c a}=; =\frac{c^{3}}{a b c}=\frac{a^{3}}{a b c}=\frac{b^{3}}{a b c} \Rightarrow; \Rightarrow a^{3}=b^{3}=c^{3} \Rightarrow a=b=c\),1,Correct
180,Abstract Algebra,"Fie \(\varepsilon=\cos \frac{2 \pi}{3}+i \sin \frac{2 \pi}{3}, z \in \mathbb{C},|z|=1, \operatorname{Re}(z)>0\) și \(z_{1}=x+i y,\left|z_{1}\right|=1, x \in\left[-1,-\frac{1}{2}\right], y \in\left[-\frac{\sqrt{3}}{2}, \frac{\sqrt{3}}{2}\right]\) și \(|z-\varepsilon|=\left|z-\varepsilon^{2}\right|\). Demonstrați că \(\left|z-z_{1}\right|=\left|z_{1}-\varepsilon\right|+\left|z_{1}-\varepsilon^{2}\right|\).","Din ipoteză avem \(|z-\varepsilon|=\left|z-\varepsilon^{2}\right| \Leftrightarrow(z-\varepsilon)(\bar{z}-\bar{\varepsilon})=\left(z-\varepsilon^{2}\right)\left(\bar{z}-\overline{\varepsilon^{2}}\right), \bar{\varepsilon}=\varepsilon^{2}\). Atunci \(z \bar{z}-z \bar{\varepsilon}-\bar{z} \varepsilon+\varepsilon^{3}=z \bar{z}-z \varepsilon-\bar{z} \varepsilon^{2}+\varepsilon^{3} \left\lvert\,:(-\varepsilon) \Rightarrow z \varepsilon+\bar{z}=z+\bar{z} \varepsilon \Leftrightarrow z\left(\begin{array}{c}\varepsilon-1 \\ \neq 0\end{array}\right)=\bar{z}(\varepsilon-1) \Rightarrow z=\bar{z} \Leftrightarrow z \in \mathbb{R} .\right.\) Cum \(\quad \operatorname{Re}(z)>0\) și \(\quad|z|=1 \Rightarrow z^{2}=1 \Rightarrow z=1\). Fie \(\quad A(1), B(\varepsilon), C\left(\varepsilon^{2}\right) \Rightarrow \triangle A B C\) este echilateral . Fie \(M\left(z_{1}\right)\). Atunci \(M\) se află pe cercul \(\mathcal{C}(O, 1)\), pe arcul mic \(B C\). Din teorema lui Pompei avem \(M A=M B+M C \Rightarrow\left|z_{1}-1\right|=\left|z_{1}-\varepsilon\right|+\left|z_{1}-\varepsilon^{2}\right|\)","Din ipoteză avem \(|z-\varepsilon|=\left|z-\varepsilon^{2}\right| \Leftrightarrow(z-\varepsilon)(\bar{z}-\bar{\varepsilon})=\left(z-\varepsilon^{2}\right)\left(\bar{z}-\overline{\varepsilon^{2}}\right), \bar{\varepsilon}=\varepsilon^{2}\). Atunci \(z \bar{z}-z \bar{\varepsilon}-\bar{z} \varepsilon+\varepsilon^{3}=z \bar{z}-z \varepsilon-\bar{z} \varepsilon^{2}+\varepsilon^{3} \left\lvert\,:(-\varepsilon) \Rightarrow z \varepsilon+\bar{z}=z+\bar{z} \varepsilon \Leftrightarrow z\left(\begin{array}{c}\varepsilon-1 \\ \neq 0\end{array}\right)=\bar{z}(\varepsilon-1) \Rightarrow z=\bar{z} \Leftrightarrow z \in \mathbb{R} .\right.\) Cum \(\quad \operatorname{Re}(z)>0\) și \(\quad|z|=1 \Rightarrow z^{2}=1 \Rightarrow z=1\). Fie \(\quad A(1), B(\varepsilon), C\left(\varepsilon^{2}\right) \Rightarrow \triangle A B C\) este echilateral . Fie \(M\left(z_{1}\right)\). Atunci \(M\) se află pe cercul \(\mathcal{C}(O, 1)\), pe arcul mic \(B C\). Din teorema lui Pompei avem \(M A=M B+M C \Rightarrow\left|z_{1}-1\right|=\left|z_{1}-\varepsilon\right|+\left|z_{1}-\varepsilon^{2}\right|\)",1,Correct
